Device Name:,,VoltX4,VoltX4,VoltX4,VoltX4
Device Description:,,4-Channel Voltage Data Logger,4-Channel Voltage Data Logger,4-Channel Voltage Data Logger,4-Channel Voltage Data Logger
Serial Number:,,R64784,R64784,R64784,R64784
Device ID:,,MultiChannel,MultiChannel,MultiChannel,MultiChannel
,,,,,
,,Channel 1,Channel 2,Channel 3,Channel 4
Date,Time,Voltage 1 (mV),Voltage 2 (mV),Voltage 3 (mV),Voltage 4 (mV)
4/11/23,12:45:00 PM,75.51636,35.8269,-35.49702,-19.26196
4/11/23,12:45:15 PM,75.4901,35.82758,-35.49602,-19.29004
4/11/23,12:45:30 PM,75.42952,35.8272,-35.4951,-19.3166
4/11/23,12:45:45 PM,75.43508,35.8269,-35.49754,-19.3429
4/11/23,12:46:00 PM,75.43116,35.82662,-35.49612,-19.36744
4/11/23,12:46:15 PM,75.38354,35.82754,-35.49656,-19.393
4/11/23,12:46:30 PM,75.35402,35.8268,-35.49594,-19.41812
4/11/23,12:46:45 PM,75.33736,35.8274,-35.4969,-19.4422
4/11/23,12:47:00 PM,75.31392,35.82678,-35.49724,-19.464
4/11/23,12:47:15 PM,75.27554,35.8261,-35.4972,-19.48756
4/11/23,12:47:30 PM,75.31582,35.82624,-35.49692,-19.511
4/11/23,12:47:45 PM,75.26366,35.82556,-35.49696,-19.53434
4/11/23,12:48:00 PM,75.2722,35.8261,-35.4974,-19.55828
4/11/23,12:48:15 PM,75.2815,35.82528,-35.4961,-19.57872
4/11/23,12:48:30 PM,75.24286,35.82662,-35.49632,-19.59984
4/11/23,12:48:45 PM,75.21072,35.82598,-35.49708,-19.62068
4/11/23,12:49:00 PM,75.19662,35.82636,-35.4962,-19.6414
4/11/23,12:49:15 PM,75.15796,35.8255,-35.4977,-19.66364
4/11/23,12:49:30 PM,75.17374,35.8254,-35.49712,-19.68394
4/11/23,12:49:45 PM,75.1386,35.82538,-35.4968,-19.703
4/11/23,12:50:00 PM,75.1119,35.82576,-35.49716,-19.72314
4/11/23,12:50:15 PM,75.1254,35.8255,-35.49722,-19.74286
4/11/23,12:50:30 PM,75.09798,35.82528,-35.49728,-19.75936
4/11/23,12:50:45 PM,75.12704,35.82588,-35.49644,-19.77554
4/11/23,12:51:00 PM,75.05296,35.82544,-35.49634,-19.79152
4/11/23,12:51:15 PM,75.07586,35.82466,-35.49584,-19.80718
4/11/23,12:51:30 PM,75.08566,35.82544,-35.49734,-19.82324
