"date_time","durafet_temp","p_h","logger","tolerance"
2022-12-15 13:30:12,13.7369144737588,7.89160750359068,"arduino","-5"
2022-12-15 13:35:12,13.015485197069,7.89826853027959,"arduino","-5"
2022-12-15 13:40:13,12.3551299904487,7.90576251908397,"arduino","-5"
2022-12-15 13:45:13,11.8241069293521,7.91145661358304,"arduino","-5"
2022-12-15 13:50:13,11.412173599619,7.91561358211327,"arduino","-5"
2022-12-15 13:55:14,11.0763798418431,7.91741525397947,"arduino","-5"
2022-12-15 14:00:14,10.8232565932893,7.91909284234625,"arduino","-5"
2022-12-15 14:05:14,10.604597471897,7.92095635016872,"arduino","-5"
2022-12-15 14:10:15,10.4192257996832,7.91661926171356,"arduino","-5"
2022-12-15 14:15:15,10.2526240301115,7.912619755266,"arduino","-5"
2022-12-15 14:20:16,10.1076596778274,7.91017564520181,"arduino","-5"
2022-12-15 14:25:16,9.97383147369358,7.89871581858916,"arduino","-5"
2022-12-15 14:30:16,9.85090553303594,7.89354653918947,"arduino","-5"
2022-12-15 14:35:17,9.74196148545578,7.89215136908096,"arduino","-5"
2022-12-15 14:40:17,9.66313520260593,7.89009511210768,"arduino","-5"
2022-12-15 14:45:18,9.58791105114846,7.88711016608375,"arduino","-5"
2022-12-15 14:50:18,9.51624619308207,7.88694055838315,"arduino","-5"
2022-12-15 14:55:19,9.45781975923978,7.88449750465643,"arduino","-5"
2022-12-15 15:00:19,9.41573886590877,7.88313754577689,"arduino","-5"
2022-12-15 15:05:19,9.36407982022342,7.88383584931012,"arduino","-5"
2022-12-15 15:10:20,9.32221425470276,7.88443578089586,"arduino","-5"
2022-12-15 15:15:20,9.27402690236543,7.88277973664411,"arduino","-5"
2022-12-15 15:20:21,9.23877023721061,7.88170690987529,"arduino","-5"
2022-12-15 15:25:21,9.20677775966183,7.88256438378485,"arduino","-5"
2022-12-15 15:30:22,9.18122412856769,7.88246466150204,"arduino","-5"
2022-12-15 15:35:22,9.15251903744218,7.88311075786102,"arduino","-5"
2022-12-15 15:40:23,9.13659127269682,7.88255704236039,"arduino","-5"
2022-12-15 15:45:23,9.11431575709214,7.88153153016921,"arduino","-5"
2022-12-15 15:50:24,9.09842132516857,7.87990595320631,"arduino","-5"
2022-12-15 15:55:24,9.07936628596899,7.87884769717986,"arduino","-5"
2022-12-15 16:00:25,9.06984623256855,7.87822915128989,"arduino","-5"
2022-12-15 16:05:25,9.05399052076526,7.87946015772934,"arduino","-5"
2022-12-15 16:10:26,9.04448371192325,7.87884144363344,"arduino","-5"
2022-12-15 16:15:26,9.03181567781771,7.87718287096149,"arduino","-5"
2022-12-15 16:20:27,9.02548496219334,7.87724652791763,"arduino","-5"
2022-12-15 16:25:27,9.01599301143199,7.87680613983006,"arduino","-5"
2022-12-15 16:30:28,9.00966779057926,7.87472633892984,"arduino","-5"
2022-12-15 16:35:28,8.99702393348658,7.87449612990677,"arduino","-5"
2022-12-15 16:40:28,8.99702393348658,7.87342438301815,"arduino","-5"
2022-12-15 16:45:29,8.99070529433543,7.87259469979273,"arduino","-5"
2022-12-15 16:50:30,8.98754679647244,7.87262641219881,"arduino","-5"
2022-12-15 16:55:30,8.98123144326411,7.87108211232817,"arduino","-5"
2022-12-15 17:00:31,8.97807458755575,7.87004197351229,"arduino","-5"
2022-12-15 17:05:31,8.9749182788697,7.86971635984305,"arduino","-5"
2022-12-15 17:10:32,8.9749182788697,7.86918044441083,"arduino","-5"
2022-12-15 17:15:32,8.96860730183931,7.86835052430269,"arduino","-5"
2022-12-15 17:20:32,8.96860730183931,7.86799323935562,"arduino","-5"
2022-12-15 17:25:33,8.9622985107245,7.8669846057478,"arduino","-5"
2022-12-15 17:30:33,8.96545263313294,7.86623841963031,"arduino","-5"
2022-12-15 17:35:34,8.9591449344331,7.8664802638181,"arduino","-5"
2022-12-15 17:40:34,8.9622985107245,7.86609137340548,"arduino","-5"
2022-12-15 17:45:35,8.955991904078,7.86615455560562,"arduino","-5"
2022-12-15 17:50:35,8.9591449344331,7.86505107609429,"arduino","-5"
2022-12-15 17:55:36,8.955991904078,7.86454670144594,"arduino","-5"
2022-12-15 18:00:36,8.955991904078,7.86383209959719,"arduino","-5"
2022-12-15 18:05:37,8.94968748045406,7.86371655639299,"arduino","-5"
2022-12-15 18:10:37,8.95283941947853,7.86297039530763,"arduino","-5"
2022-12-15 18:15:38,8.94968748045406,7.86246597521005,"arduino","-5"
2022-12-15 18:20:38,8.95283941947853,7.86171982809746,"arduino","-5"
2022-12-15 18:25:39,8.9465360868242,7.86106825613168,"arduino","-5"
2022-12-15 18:30:39,8.94968748045406,7.860679430663,"arduino","-5"
2022-12-15 18:35:40,8.9465360868242,7.86053228678015,"arduino","-5"
2022-12-15 18:40:40,8.94968748045406,7.85996481284419,"arduino","-5"
2022-12-15 18:45:41,8.9402349350265,7.86077395412341,"arduino","-5"
2022-12-15 18:50:41,8.9433852384085,7.86092110949633,"arduino","-5"
2022-12-15 18:55:41,8.9402349350265,7.86220323765322,"arduino","-5"
2022-12-15 19:00:42,8.9433852384085,7.86324366929459,"arduino","-5"
2022-12-15 19:05:42,8.9402349350265,7.86541912559531,"arduino","-5"
2022-12-15 19:10:43,8.9433852384085,7.86574488753887,"arduino","-5"
2022-12-15 19:15:43,8.9402349350265,7.86702706956635,"arduino","-5"
2022-12-15 19:20:44,8.9433852384085,7.86842476422917,"arduino","-5"
2022-12-15 19:25:44,8.9433852384085,7.87021134868937,"arduino","-5"
2022-12-15 19:30:45,8.9433852384085,7.87253390848763,"arduino","-5"
2022-12-15 19:35:45,8.9433852384085,7.87521378517793,"arduino","-5"
2022-12-15 19:40:46,8.9465360868242,7.87696868022733,"arduino","-5"
2022-12-15 19:45:46,8.9433852384085,7.87860829565231,"arduino","-5"
2022-12-15 19:50:47,8.9433852384085,7.8820028061267,"arduino","-5"
2022-12-15 19:55:47,8.9433852384085,7.88450402437098,"arduino","-5"
2022-12-15 20:00:48,8.9465360868242,7.88804538015912,"arduino","-5"
2022-12-15 20:05:48,8.9433852384085,7.89039975308964,"arduino","-5"
2022-12-15 20:10:49,8.9465360868242,7.89358373012502,"arduino","-5"
2022-12-15 20:15:49,8.9433852384085,7.8954021895782,"arduino","-5"
2022-12-15 20:20:49,8.9433852384085,7.89701011559238,"arduino","-5"
2022-12-15 20:25:50,8.9433852384085,7.89861804160656,"arduino","-5"
2022-12-15 20:30:50,8.9465360868242,7.90144461394758,"arduino","-5"
2022-12-15 20:35:51,8.9433852384085,7.90272718586502,"arduino","-5"
2022-12-15 20:40:51,8.94968748045406,7.90587900770334,"arduino","-5"
2022-12-15 20:45:52,8.9465360868242,7.90823355906707,"arduino","-5"
2022-12-15 20:50:52,8.9465360868242,7.91019878002271,"arduino","-5"
2022-12-15 20:55:53,8.9433852384085,7.91201742505807,"arduino","-5"
2022-12-15 21:00:53,8.9465360868242,7.91252131387938,"arduino","-5"
2022-12-15 21:05:54,8.9433852384085,7.91308937573419,"arduino","-5"
2022-12-15 21:10:54,8.9433852384085,7.91291071728817,"arduino","-5"
