"date_time","durafet_temp","p_h","logger","tolerance"
2022-12-15 13:30:12,12.3345875822775,7.94975757142792,"arduino","+5"
2022-12-15 13:35:12,11.6853957839548,7.9558589962054,"arduino","+5"
2022-12-15 13:40:13,11.0911416688312,7.96284197599444,"arduino","+5"
2022-12-15 13:45:13,10.6132590992187,7.9681197912556,"arduino","+5"
2022-12-15 13:50:13,10.2425397948318,7.97195041825255,"arduino","+5"
2022-12-15 13:55:14,9.94033650861071,7.97347823142021,"arduino","+5"
2022-12-15 14:00:14,9.71253052213577,7.97495000394344,"arduino","+5"
2022-12-15 14:05:14,9.51573920640235,7.97663683058686,"arduino","+5"
2022-12-15 14:10:15,9.34890458492831,7.97212713930594,"arduino","+5"
2022-12-15 14:15:15,9.19896153959204,7.96797245382463,"arduino","+5"
2022-12-15 14:20:16,9.0684913201842,7.96539739392809,"arduino","+5"
2022-12-15 14:25:16,8.9480429532648,7.95378333491429,"arduino","+5"
2022-12-15 14:30:16,8.83740614093601,7.94849249086276,"arduino","+5"
2022-12-15 14:35:17,8.73935284586343,7.94700121841278,"arduino","+5"
2022-12-15 14:40:17,8.66840620845669,7.94487176098558,"arduino","+5"
2022-12-15 14:45:18,8.60070135920922,7.94181345195655,"arduino","+5"
2022-12-15 14:50:18,8.5361997793067,7.94158337417347,"arduino","+5"
2022-12-15 14:55:19,8.48361319901095,7.93908303598342,"arduino","+5"
2022-12-15 15:00:19,8.44573828843803,7.93768324577109,"arduino","+5"
2022-12-15 15:05:19,8.39924244993887,7.93834080810233,"arduino","+5"
2022-12-15 15:10:20,8.36156116494343,7.93890781049793,"arduino","+5"
2022-12-15 15:15:20,8.31818982837,7.93720586401352,"arduino","+5"
2022-12-15 15:20:21,8.28645677237632,7.93609994991595,"arduino","+5"
2022-12-15 15:25:21,8.25766162624524,7.93693359255034,"arduino","+5"
2022-12-15 15:30:22,8.23466179380238,7.93681217873307,"arduino","+5"
2022-12-15 15:35:22,8.20882541858564,7.93743644946592,"arduino","+5"
2022-12-15 15:40:23,8.19448941896633,7.9368675615765,"arduino","+5"
2022-12-15 15:45:23,8.1744400209535,7.93581999943178,"arduino","+5"
2022-12-15 15:50:24,8.1601339950837,7.9341757158144,"arduino","+5"
2022-12-15 15:55:24,8.1429832011209,7.93309801972929,"arduino","+5"
2022-12-15 16:00:25,8.13441451795819,7.93246946722627,"arduino","+5"
2022-12-15 16:05:25,8.12014331031856,7.93369132303895,"arduino","+5"
2022-12-15 16:10:26,8.1115865370531,7.93306261505693,"arduino","+5"
2022-12-15 16:15:26,8.10018444001339,7.93138796792607,"arduino","+5"
2022-12-15 16:20:27,8.09448636023991,7.93144655144061,"arduino","+5"
2022-12-15 16:25:27,8.08594294781835,7.93099678360625,"arduino","+5"
2022-12-15 16:30:28,8.08024980911674,7.92890483007549,"arduino","+5"
2022-12-15 16:35:28,8.06886945280936,7.92866331674541,"arduino","+5"
2022-12-15 16:40:28,8.06886945280936,7.92758803258819,"arduino","+5"
