#,Date-Time (PDT),Ch: 1 - Temperature   (°C)
1,04/10/2023 09:23:00,20.064
2,04/10/2023 09:23:05,20.064
3,04/10/2023 09:23:10,20.075
4,04/10/2023 09:23:15,20.107
5,04/10/2023 09:23:20,20.096
6,04/10/2023 09:23:25,20.096
7,04/10/2023 09:23:30,20.096
8,04/10/2023 09:23:35,20.128
9,04/10/2023 09:23:40,20.128
10,04/10/2023 09:23:45,20.160
11,04/10/2023 09:23:50,20.182
12,04/10/2023 09:23:55,20.203
13,04/10/2023 09:24:00,20.203
14,04/10/2023 09:24:05,20.225
15,04/10/2023 09:24:10,20.246
16,04/10/2023 09:24:15,20.257
17,04/10/2023 09:24:20,20.278
18,04/10/2023 09:24:25,20.289
19,04/10/2023 09:24:30,20.278
20,04/10/2023 09:24:35,20.321
21,04/10/2023 09:24:40,20.311
22,04/10/2023 09:24:45,20.321
23,04/10/2023 09:24:50,20.321
24,04/10/2023 09:24:55,20.321
25,04/10/2023 09:25:00,20.321
26,04/10/2023 09:25:05,20.332
27,04/10/2023 09:25:10,20.364
28,04/10/2023 09:25:15,20.343
29,04/10/2023 09:25:20,20.375
30,04/10/2023 09:25:25,20.375
31,04/10/2023 09:25:30,20.386
32,04/10/2023 09:25:35,20.386
33,04/10/2023 09:25:40,20.407
34,04/10/2023 09:25:45,20.396
35,04/10/2023 09:25:50,20.396
36,04/10/2023 09:25:55,20.396
37,04/10/2023 09:26:00,20.418
38,04/10/2023 09:26:05,20.418
39,04/10/2023 09:26:10,20.429
40,04/10/2023 09:26:15,20.429
41,04/10/2023 09:26:20,20.439
42,04/10/2023 09:26:25,20.429
43,04/10/2023 09:26:30,20.429
44,04/10/2023 09:26:35,20.439
45,04/10/2023 09:26:40,20.450
46,04/10/2023 09:26:45,20.450
47,04/10/2023 09:26:50,20.461
48,04/10/2023 09:26:55,20.471
49,04/10/2023 09:27:00,20.461
50,04/10/2023 09:27:05,20.450
51,04/10/2023 09:27:10,20.471
52,04/10/2023 09:27:15,20.493
53,04/10/2023 09:27:20,20.482
